sbd,ten,toan,ngu_van,ngoai_ngu,vat_li,hoa_hoc,sinh_hoc,lich_su,dia_li,gdcd
1001380,Benjamin,7.2,8.5,9.4,,,,6,7,8
1001381,Elijah,8.2,8.5,5.6,7,7.25,4.75,,,
1001382,Emma,8.2,8,7.8,7.75,1.25,3.5,,,
1001383,Aiden,8,7.5,4.8,,,,7,7.75,9.25
1001384,Evelyn,8.6,6,8.6,5.75,8.5,5.5,,,
1001385,Scarlett,8.2,8.75,7,7.25,8.75,7.25,,,
1001386,Jackson,7.8,7.25,5.4,4.25,3.75,3.25,,,
1001387,Samuel,6.6,7.75,8.2,,,,5,4.5,6.75
1001388,Henry,8.8,7,,7.5,6.75,3.75,,,
1001389,Emma,6.8,8.25,8.2,,,,7.25,6.25,9.25
1001390,Aiden,6.4,8,5,4.75,5,3.5,,,
1001391,Sophia,6.6,8,,,,,5.75,6.25,8.25
1001392,Benjamin,7.8,8,7.2,,,,6.75,6.5,8.25
1001393,Emma,8,7,7.6,,,,8,5.75,7.75
1001394,Henry,4,6.75,3.2,,,,4.75,4.5,7.5
1001395,Oliver,8,5.25,3,6.75,6.25,4.25,,,
1001396,Ethan,9,6,8.8,7.75,7.25,5.25,,,
1001397,Liam,8.4,7.75,9.6,,,,7.75,7.5,7.75
1001398,Benjamin,7.6,6.25,8.4,,,,7.5,7.5,8.5
1001399,Grace,7.6,7.5,7.2,,,,8.25,7,7.25
1001400,Liam,8.4,9.25,9.2,,,,8.75,7.5,9
1001401,Samuel,3.6,8.25,7.8,,,,8.75,9,8
1001402,Elijah,9,7.75,8.2,,,,7.25,7.75,6.75
1001403,Harper,8,8,8.8,,,,7,7.5,9.5
1001404,Elijah,7.6,3.75,8.6,5.75,4.25,5.25,,,
1001405,Henry,6.6,8.25,6,,,,8,6.75,8.25
1001406,Elijah,7.2,7.5,8.8,,,,7.25,6,8.75
1001407,Ava,7.6,6.75,4.8,,,,6.75,6,7.75
1001408,Liam,7.2,6.75,7.2,,,,8,7,9
1001409,Daniel,8.8,8.5,8.8,,,,7.5,7,9
1001410,Liam,2.4,,,3,2.75,,,,
1001411,Scarlett,3.2,3.75,,,,,7.25,,
1001412,Isabella,4.8,5,,,,,5.75,7.25,
1001413,Aiden,2,1.75,,,,,4.75,6,
1001414,William,5,6.75,,,,,9,6.5,
1001415,Isabella,3.6,4.25,,,,,6,6.75,
1001416,Oliver,8.4,,,,8,8.75,,,
1001417,Oliver,8.2,,,,9.25,8.5,,,
1001418,Benjamin,6.4,,,4,8.75,5.5,,,
1001419,Liam,6.6,5,,,,,4,6.25,
1001420,Oliver,6.2,6.5,,,,,8.25,6.75,
1001421,Grace,7,5.5,,,,,7.75,8,
1001422,Henry,6,5.25,,,,,6,5.75,
1001423,Aiden,5.8,6,,,,,7.75,6.75,
1001424,Henry,5,5,,,,,3,5,
1001425,Isabella,8,7.5,,,,,9,,
1001426,Emily,4.8,5.5,,,,,7.25,5.75,
1001427,Daniel,8,7,,,,,8,8.5,
1001428,Harper,7.4,6.25,,,,,5.75,6.5,
1001429,Harper,2.8,,,3.25,3,,,,
1001430,Henry,6.2,5.75,,,,,3.75,7.25,
1001431,James,4,6.75,,,,,3.75,6.75,
1001432,Noah,4,8,,,,,5.75,6,
1001433,James,4.6,6.75,,,,,5.75,5.5,
1001434,Isabella,5.4,6.5,,,,,6.5,6,
1001435,Sofia,5.4,8,,,,,2,6.25,
1001436,Harper,6.6,7.5,,,,,6.25,5.5,
1001437,Elijah,7.4,7,,,,,7,6,
1001438,Aiden,5.8,7.25,,,,,5.25,6,
1001439,Charlotte,3.8,5,,,,,4,6.5,
1001440,Emma,7.4,5.5,,,,,8,7.75,
1001441,Charlotte,4.2,5.25,,,,,4.25,6.5,
1001442,Scarlett,2,3.5,,,,,4.75,7,
1001443,Sofia,3.6,4.25,,,,,3.75,6.25,
1001444,Henry,2.6,5.25,,,,,3.5,6.25,
1001445,Emma,3,4.5,,,,,4,6.75,
1001446,Liam,7.8,,,2.75,8.75,8,,,
1001447,Sophia,2.8,4.25,,,,,3.75,4.75,
1001448,Evelyn,6.6,5.75,,,,,9.5,,
1001449,Mia,2.2,3.5,,,,,2.75,3.5,
1001450,Henry,6.8,,,4.25,5.75,,,,
1001451,Henry,8.2,7.25,,,,,8.25,6.75,
1001452,Amelia,3.4,7.5,,,,,5.75,4.25,
1001453,Harper,2.6,4.5,,,,,4.75,5.25,
1001454,Amelia,7.4,5.75,,8.25,6.25,3.25,,,
1001455,Oliver,2.6,4.75,,,,,8.25,6.75,
1001456,Emma,7,4.75,,,,,6,7.5,
1001457,Lucas,5.2,6.25,,,,,6.75,7.25,
1001458,Grace,3.2,6,,,,,,,
1001459,Harper,3.8,5.25,,,,,2.75,6,
1001460,Aiden,6.2,5.5,,,,,5.75,5.75,
1001461,Ethan,2.2,4.75,,,,,9.25,9.25,
1001462,Ethan,9.2,6.75,,,,,8.5,8.25,
1001463,Mia,4.4,5.25,,,,,6,,
1001464,William,1.8,3,,,,,5,6.25,
1001465,James,8.2,,,8.75,7.5,,,,
1001466,Grace,6.6,6.5,,,,,5.75,,
1001467,Henry,7.6,,,8.5,8.5,,,,
1001468,Olivia,5,5,,,,,2.75,4.5,
1001469,William,2.4,5.25,,,,,5.25,5.25,
1001470,Benjamin,9.2,,,8,9.25,,,,
1001471,Lucas,5.8,6.5,,,,,7.5,7.25,
1001472,Oliver,7.2,7.5,,,,,8.75,8,
1001473,Emily,3.2,6.25,,,,,6.5,6.75,
1001474,Samuel,5,6.25,,,,,7,5.75,
1001475,Benjamin,7,,,5,5.5,,,,
1001476,Daniel,3.4,,,3.5,3.75,,,,
1001477,Grace,7.2,,,8,8.5,,,,
1001478,Aiden,3.4,5.75,,,,,3.5,,
1001479,Elijah,3.6,1.5,,,,,3.5,4.5,
1001480,Mia,7.8,,,8.5,8,,,,
1001481,Scarlett,3,5,,,,,4,5.5,
1001482,James,5.6,,,5,6.75,,,,
1001483,Mia,8.2,,,7.5,7,,,,
1001484,Sofia,6.6,,,4,3.5,,,,
1001485,Daniel,4,5,,,,,4.25,5.5,
1001486,James,2.6,5.5,,,,,7,6.25,
1001487,Lucas,5.4,6.5,,,,,6.75,4.5,
1001488,Amelia,5.8,,,5.5,2.75,,,,
1001489,Olivia,3.2,4.5,,,,,5.75,4.5,
1001490,Oliver,4.6,6.25,,,,,8.25,7,
1001491,Elijah,3.8,,,1,3.75,,,,
1001492,Sofia,2.8,3,,,,,3.5,,
1001493,Isabella,6.2,5.5,,,,,8.25,,
1001494,Sofia,7.4,7.25,,,,,7,,
1001495,Evelyn,5,5.25,,,,,7.25,7.75,
1001496,Mia,4.6,6.5,,,,,4.25,6.25,
1001497,Emily,3.8,5.25,,,,,5,5.5,
1001498,Charlotte,3,6.5,,,,,4.25,5.5,
1001499,Noah,,6.25,,,,,4.25,4.5,
1001500,Samuel,3.4,3.75,,,,,5.25,,
1001501,Ava,7.8,,,7.25,7,,,,
1001502,Sofia,,5.5,,,,,7.25,6.5,
1001503,Olivia,,5,,,,,7.5,8,
1001504,Harper,,7.5,,,,,10,9.25,
1001505,Grace,,5.5,,,,,7,7.75,
1001506,Mia,7,6.75,,,,,6,,
1001507,Chloe,5.8,6.25,,,,,7.25,6,
1001508,Abigail,6.2,,,4,2.5,,,,
1001509,Daniel,7.4,,,6.5,6,,,,
1001510,Mia,,3,,,,,3.75,4.5,
1001511,Oliver,4.4,4.25,,,,,4.5,4,
1001512,Isabella,5.4,4.25,,,,,5.75,6.5,
1001513,Ava,8.6,7,6.6,6.5,3.75,4.25,,,
1001514,William,7.6,7.75,7.2,5.75,9,7.25,,,
1001515,Lucas,8.8,7,6.6,7,6.25,4,,,
1001516,Henry,8.8,7.25,9,5,9,4.75,,,
1001517,Charlotte,5.8,7.25,7,,,,6.25,6.25,8.25
1001518,Abigail,7.4,6.75,8.8,7.5,5.5,6,,,
1001519,Liam,7.4,8.25,8.6,,,,7.75,6,7.25
1001520,Grace,8,7.75,8.2,,,,8,8.25,9
1001521,Grace,4.4,7,3.6,,,,8.25,7.25,9.25
1001522,Henry,8.4,9,8.6,,,,8.75,7.5,8.5
1001523,Daniel,6,7.75,7.2,,,,7,7.25,8
1001524,Aiden,7.2,6,9.4,,,,9,6.5,9
1001525,Noah,6.4,7.25,6.8,,,,5.5,7.25,8.25
1001526,James,6.8,6.5,4.4,,,,3.75,7.25,9.25
1001527,Chloe,2.4,4,,,,,5,4.25,
1001528,Amelia,6.8,8.25,5.8,,,,5.5,5.25,6.5
1001529,Noah,3.6,6,3.8,,,,5,6.5,6.25
1001530,Lucas,7.6,8,9.4,,,,8,7.75,8.75
1001531,Lucas,7.4,7.75,5.4,,,,8.75,6.5,9
1001532,Ethan,6,7.75,9.8,,,,6,6,7.75
1001533,Jackson,8.4,8.75,9.6,,,,8.25,7.25,7.5
1001534,Ava,9,7.75,8.6,7.5,9,8.25,,,
1001535,Lucas,8.8,8.5,7,,,,7.75,6,7.5
1001536,Henry,8,,,2.75,6.75,6.75,,,
1001537,Noah,7.8,6.75,5.4,8,2.75,3.25,,,
1001538,Ava,8.4,7.5,9.4,8.75,5.75,6,,,
1001539,Daniel,,8,,,,,,,
1001540,Liam,8.6,8,9,8,6,4.75,,,
1001541,Isabella,7.6,7.75,7.8,7.5,3.5,4.75,,,
1001542,Emily,8.4,6.75,4.2,4.25,7.5,6.5,,,
1001543,Grace,7.6,6.5,7,6.5,7.25,3.75,,,
1001544,Evelyn,,6,,,,,10,9.5,
1001545,Benjamin,8.2,7.25,8.6,6.5,4.5,4.25,,,
1001546,Benjamin,8.2,7.25,7.8,6,7.5,7,,,
1001547,Elijah,,5.75,,,,,7.25,6.75,
1001548,William,8.2,,,5,7,,,,
1001549,Ethan,8,7.5,,,,,9.5,,
1001550,Harper,,8,,,,,9.75,8.75,
1001551,James,,6.25,,,,,9.75,9.25,
1001552,Henry,7.2,7.5,7.6,6,7.5,5.75,,,
1001553,Emily,6.8,6,7.2,2,7.25,3.25,,,
1001554,Benjamin,8.4,6,7.8,8.25,3.75,5.75,,,
1001555,James,,5.25,,,,,8.25,7.75,
1001556,Emily,2.6,2.5,,,,,4,6.25,
1001557,Emma,,3,,,,,2,1.5,
1001558,Mia,,6.5,,,,,8,7.25,
1001559,Evelyn,7.8,,,,7,6.25,,,
1001560,Samuel,7.8,6.75,,,,,7.75,,
1001561,Liam,,6.25,,,,,7.75,6.75,
1001562,Emma,4.8,6.75,,,,,7,,
1001563,Jackson,7,6.25,,,,,5.75,6.75,
1001565,Jackson,,5.5,,,,,2.5,4.5,
1001566,William,7.4,7.25,,,,,8.75,4.75,
1001567,James,,6.25,,,,,8,7.25,
1001568,Henry,6.4,3.25,,,,,8.25,,
1001569,Daniel,7.8,7.25,,,,,8.25,8.5,
1001570,Scarlett,8.6,,,7.25,8.5,,,,
1001571,Noah,,6,,,,,5.75,6.75,
1001572,Harper,,6,,,,,8.25,7.75,
1001573,Henry,,6.25,,,,,3,6.25,
1001574,Mia,,2.25,,,,,7,8.25,
1001575,Aiden,,7.75,,,,,9,7.25,
1001576,Harper,,4.5,,,,,4.75,5,
1001577,Grace,5,3.75,,,,,7,6,
1001578,Ethan,,5.25,,,,,4.5,4.75,
1001579,Ethan,6.2,5.75,,,,,6.5,,
1001580,Isabella,,7.75,,,,,8,7.75,
1001581,Aiden,,5.25,,,,,5.5,7.25,
1001582,Benjamin,,4.25,,,,,7.5,7.25,
1001583,Abigail,3.4,4.25,,,,,3,3.75,
1001584,Sofia,,6.5,,,,,7.75,5.5,
1001585,Abigail,,7.25,,,,,5,7,
1001586,Sofia,,7.25,,,,,7.5,5.75,
1001587,Harper,,7.5,,,,,8.25,8,
1001588,Sofia,8.2,,,,8,7.5,,,
1001589,Emma,5,6,,,,,7,6.75,
1001590,Daniel,6.6,6.75,,,,,6,6.25,
1001591,Abigail,,4,,,,,5,6.25,
1001592,Aiden,2.8,6,,,,,4.25,4.75,
1001593,Harper,,7,,,,,8.5,7,
1001594,Grace,8,,,7.5,7.75,,,,
1001595,Amelia,,5.75,,,,,8,7.5,
1001596,Olivia,,6.5,,,,,8,8,
1001597,Lucas,2.8,2,,,,,5.5,6.75,
1001598,Emily,,1.75,,,,,6.25,6,
1001599,Mia,8.8,,,7.75,7.5,,,,
1001600,Charlotte,8.4,,,,7.5,7.5,,,
1001601,Mia,8.2,7.5,,,,,8.75,,
1001602,Jackson,4,4.25,,,,,6,5,
1001603,Elijah,8,7.5,9.2,6.75,4.5,6.25,,,
1001604,Liam,5.6,7.5,4.4,6.25,6,4,,,
1001605,Jackson,8.4,7.5,8.2,6.25,5.75,4.25,,,
1001606,Ethan,8.6,6.5,9.2,,,,8.25,7.75,8.5
1001607,Aiden,9.4,5.75,3.8,9.25,9.25,4.75,,,
1001608,Isabella,5.8,5.5,5.6,,,,5.75,6,7.25
1001609,Sofia,8.6,8,8.2,8.25,6.25,4.75,,,
1001610,Isabella,7.4,7.25,8.6,,,,7.5,7.5,8.25
1001611,Elijah,7.8,8.25,9,,,,5,7,9
1001612,Isabella,8.2,7.5,3,7.25,4.25,2,,,
1001613,Evelyn,8.6,8.25,8.6,8,5.75,5,,,
1001614,Olivia,8.4,7,8.6,,,,7.25,5.5,8
1001615,Oliver,5.8,5,8.2,,,,6.25,6.5,7.25
1001616,Samuel,7.4,8.5,9,,,,7.5,6.25,8.25
1001617,Liam,8.6,6.75,7.6,8,8.5,4.5,,,
1001618,William,7,7,9.2,,,,5.25,7.5,8.5
1001619,Aiden,3.8,4,1.6,,,,5,7,6.75
1001620,Scarlett,7.2,7.25,7.4,,,,7.5,6.5,7.75
1001621,William,7.6,6.5,7.8,,,,7.25,7.25,8
1001622,Chloe,8,6.25,7.2,8,5,4.5,,,
1001623,Daniel,8.2,5.5,6.2,6.75,8,4.75,,,
1001624,Henry,8,7.5,8.2,,,,7.25,6.75,6
1001625,James,6.4,6,5.8,6.25,7.25,4.25,,,
1001626,Samuel,4.8,8.25,7.8,,,,8.25,6.75,7.75
1001627,Emma,7.2,8.25,8,,,,5.75,6.5,7.5
1001628,Jackson,8.4,8.25,8.8,,,,9,7.75,8.75
1001629,Amelia,8.4,7.75,8,,,,1.5,5.75,5.25
1001630,Liam,8.4,7.25,9.4,,,,7.75,7.25,8.25
1001631,Scarlett,8.2,7.5,6.8,,,,6.75,6,7.75
1001632,Isabella,7.2,8.5,8.2,,,,8.25,7.75,8
1001633,Noah,8.6,6.75,5.2,7.75,8.25,3.5,,,
1001634,Henry,7.4,6.75,8.6,,,,7.75,6.25,8.5
1001635,Emily,8.8,7.5,7.4,,,,5,6.75,7.5
1001636,Mia,9,6.25,7.6,8.25,5,3.75,,,
1001637,Emma,7.6,7.5,8.4,,,,7.75,8,8.25
1001638,Oliver,9.4,4.5,8.2,8.75,9,4.75,,,
1001639,Sofia,8.6,5.75,5.8,7,7.5,4.25,,,
1001640,Benjamin,8,7.75,8.6,,,,7.5,6.75,8
1001641,Evelyn,8.2,8,7.2,,,,8,8,8.25
1001642,Chloe,6.6,7.25,5.4,,,,7.5,6,8.75
1001643,Mia,9.4,6.5,9.4,9.25,5.5,4.5,,,
1001644,Benjamin,8.4,7.75,8.2,,,,7.5,7.5,8.75
1001645,Sofia,9.8,5.5,8.8,9.25,5.75,3.25,,,
1001646,Scarlett,9,6,7.2,,,,7.5,6.25,7.75
1001647,Isabella,7.8,7.25,6.2,,,,6.75,6.25,8.5
1001648,Ethan,8,7.25,5.6,,,,3.75,6.5,8
1001649,Charlotte,5.2,6,4.4,,,,7.75,7.25,7.25
1001650,Oliver,7.4,7.25,9.8,7,5,3.25,,,
1001651,Ava,4.2,7.5,7.4,,,,6.25,7.75,8
1001652,James,7.6,8,3.2,,,,8.25,6.75,9
1001653,Jackson,6.2,7.75,7.8,,,,7.25,6.5,8.5
1001654,Evelyn,7.4,6.75,9.2,,,,8.5,8.25,8.5
1001655,Emily,8.2,8.25,8.6,,,,6.5,7.25,7.5
1001656,Amelia,8.6,6.75,8.4,8,4,4.5,,,
1001657,Jackson,8.6,9,8.6,,,,8.25,8.25,8.25
1001658,Olivia,7.6,7.25,8.4,,,,7.75,7.75,8.5
1001659,Grace,8.4,4.25,7.8,,,,5.5,5.75,7.5
1001660,Evelyn,9.4,6,9.2,9,2.5,4.5,,,
1001661,Emma,7.2,7.25,3.4,,,,6,6.25,7.75
1001662,Jackson,7.6,7.75,8.8,7.75,5.25,5.5,,,
1001663,Mia,8.8,7,8.6,8,3.75,5.75,,,
1001664,Aiden,3.8,3.75,4.4,,,,6.25,5.75,8.25
1001665,Charlotte,8.4,5.75,9,5,5.25,3.5,,,
1001666,Grace,8,7,9,,,,7,6.5,8.5
1001667,Ethan,9.2,5.5,7,9.5,8.25,5.25,,,
1001668,Grace,8,5.75,8.2,7,5.25,4.25,,,
1001669,Jackson,8.8,6,8.6,8.25,7.5,4.75,,,
1001670,Ethan,7.6,7.75,8.8,,,,8,6.25,8
1001671,Noah,7.8,7.5,9.6,7.5,4.5,3.25,,,
1001672,Ethan,7.6,7.75,8.2,,,,8.5,7.25,8.75
1001673,Liam,5,8.25,8.2,,,,8.75,9,8.75
1001674,Amelia,7,8.25,9,,,,7,7,7.5
1001675,Jackson,8.8,8,9,,,,7.5,7,8.5
1001676,Grace,7.6,7.75,7.2,,,,8.75,8.5,8.25
1001677,Benjamin,8,9,8,,,,6.75,5.5,8
1001678,Scarlett,8,9,8.6,,,,8.5,8,9.5
1001679,Samuel,8.8,8.5,8.2,,,,8,8.75,9.25
1001680,Grace,6.6,8.25,7,,,,6.25,6.75,9.25
1001681,Benjamin,8.4,8.25,9.2,,,,7.75,6.75,8.5
1001682,Oliver,7.8,7.5,8.8,,,,7.75,6.25,8.5
1001683,Ava,7.2,7.5,9.2,,,,8,8,9
1001684,Aiden,4,7.5,5.2,,,,5.75,4.75,9
1001685,Noah,8.2,8,7.8,7.75,5.5,6,,,
1001686,Henry,7.8,8.25,6,6.25,7.25,3.5,,,
1001687,Henry,7.8,8.5,7.2,,,,7.5,7.5,7.75
1001688,Charlotte,8.4,4.25,8,6.75,2.5,5,,,
1001689,Abigail,7.6,7,8,,,,8.75,8.5,9.75
1001690,Chloe,6.8,9,9,,,,9.75,9,9.5
1001691,Abigail,5.6,6.5,8,,,,5.75,6.5,8.25
1001692,Sofia,8.6,7.25,8,,,,5.5,7.75,7.75
1001693,Liam,7,7.25,5.8,,,,7,6.25,7.75
1001694,Liam,8.4,7.25,8,6,7.75,5.25,,,
1001695,Ava,4.4,7.5,9.4,,,,7.5,6,8
1001696,Evelyn,6,9,7.4,,,,9,7.75,8.5
1001697,Isabella,8.8,7.75,7.6,,,,6.25,7.25,8.25
1001698,Charlotte,7.6,5.5,8.4,7.5,2,2.5,,,
1001699,Henry,6,6.5,4,,,,7.5,7.5,8.5
1001700,Grace,6.6,6,5,4,6.5,4.75,,,
1001701,Sofia,7.4,6.75,6,6.25,8.5,8.75,,,
1001702,Henry,7,6.5,2,,,,7,6.75,8.25
1001703,Evelyn,8.6,8,9,,,,7,8,6.75
1001704,Emma,7.8,6.25,7.2,6.5,4.25,2,,,
1001705,Jackson,7.8,6.5,8.2,,,,8.25,7.5,8.5
1001706,Jackson,6.6,7.25,7.4,,,,5.25,6,8
1001707,Evelyn,8.2,5,9,,,,6.75,6.75,7.75
1001708,Henry,8.6,9,9.2,,,,8.25,7.25,9
1001709,Oliver,8.8,7,7.6,8.5,4.25,2.25,,,
1001710,Scarlett,8.4,7.75,9,6.75,4.5,5.25,,,
1001711,Benjamin,7.6,8.25,9.4,,,,8.25,7.25,8
1001712,Jackson,8.4,7.25,6.8,7.75,4.5,3.5,,,
1001713,Sophia,7.6,7.5,7.8,,,,8,7.5,8.25
1001714,Ava,5,5.25,4,,,,5,5.75,8.25
1001715,Ava,7.2,8.75,8.6,,,,6.75,5.75,7.25
1001716,Sofia,7.6,8,6.4,,,,6.5,6.25,8
1001717,Emily,7.2,8,6.8,,,,6.25,6,6.5
1001718,Jackson,8,8.5,8,,,,7.75,7,8.25
1001719,Amelia,8,9,9,,,,7.75,8.5,8.75
1001720,Jackson,6.6,7.75,6.8,,,,5,4.25,7.75
1001721,William,6.8,7.5,8.6,,,,5.75,6.5,8.25
1001722,Liam,8,8.25,9,,,,9,8.25,9.25
1001723,Lucas,7.8,8.5,7.8,,,,7.5,8,9
1001724,Harper,6.2,7.25,3,4.25,6.5,5.25,,,
1001725,Lucas,8.6,8.25,8,,,,6.75,8,9
1001726,Charlotte,7.8,6,6.6,6,3.25,4.25,,,
1001727,Chloe,6,7.5,8.8,,,,7.75,7.75,7.75
1001728,Daniel,5.8,6,2.6,,,,4.5,5.75,7
1001729,Scarlett,8.6,3.5,8.6,5.25,2,3.5,,,
1001730,Emily,5,7,6.4,,,,6.5,7.75,8.25
1001731,Jackson,8,6.5,8.6,7,4.5,4,,,
1001732,Scarlett,8.2,7.75,8.6,,,,5.5,6.75,7.75
1001733,Evelyn,6.8,5.5,5.2,4.5,6.75,3.5,,,
1001734,Chloe,4.8,6,7.8,,,,6,4.75,6.25
1001735,Ava,3.8,6.5,7.2,,,,8.25,6.25,9
1001736,Amelia,4.8,6.5,7.2,,,,7,4.75,8
1001737,Liam,7.4,4.5,9,5.75,6.25,6.25,,,
1001738,James,8.8,9,9,,,,9,7.75,8.5
1001739,Lucas,8,7.75,5.8,,,,6.75,7.25,8.25
1001740,Lucas,4.2,6.75,3.4,,,,7.5,6,7.75
1001741,Oliver,8.8,8.25,9,,,,9.5,8,8.25
1001742,Evelyn,5.8,8,8.2,,,,6.5,6,7
1001743,Olivia,7.4,6.5,5.8,7,8.5,2.5,,,
1001744,Emily,6.6,8.75,8.6,,,,8,7.75,9.25
1001745,Mia,8.2,8,9,,,,8,6.25,8.5
1001746,Elijah,7.6,8.25,7.6,,,,5,7.5,7.75
1001747,Scarlett,5.6,7.75,7.4,,,,7.25,7.5,9
1001748,Lucas,7.6,8,6.8,,,,5,4,7.25
1001749,Noah,7.2,8.25,6.6,,,,7,7,8
1001750,Mia,8.6,8.25,8.6,9.5,9,6.75,,,
1001751,Scarlett,7,5.25,9.4,,,,6.25,7.75,8.5
1001752,Aiden,7.6,8.75,8.2,,,,6.25,7,8.5
1001753,Emma,6.2,9,4,,,,9.25,8,7.75
1001754,Evelyn,8.6,8.75,8.8,8,4.5,5,,,
1001755,Olivia,8,8,9.4,,,,5.75,7,8.5
1001756,James,8.2,7.25,8.2,5,8,4,,,
1001757,Emma,7,9.25,7.8,,,,10,9.25,9.25
1001758,Elijah,7.6,6.75,8.6,,,,6.5,5.25,7.5
1001759,Scarlett,9.4,6.75,9.6,8,5.75,4.75,,,
1001760,Ava,7.4,8,7.6,,,,6,5.5,8.5
1001761,Oliver,8.8,7,8,8,5.5,4.75,,,
1001762,Sophia,8,6.75,9.2,,,,8.25,8.25,8.5
1001763,Emily,9.2,6,6.6,8,8,4,,,
1001764,Chloe,9,8.75,7.6,,,,8.5,8,9.5
1001765,William,8.4,7.5,9.2,,,,8,8.25,8.75
1001766,Charlotte,8,7.75,9.4,,,,6.75,8.25,7.5
1001767,Benjamin,9,6.25,8.6,5.25,9,3,,,
1001768,Aiden,8.4,8.75,9.4,,,,8.5,7.25,8.5
1001769,Scarlett,8.8,8,7.6,6.75,4.75,2.75,,,
1001770,William,8.4,5.75,9,7.75,4.25,3.25,,,
1001771,Samuel,7.8,8,7,,,,7.75,6.25,8
1001772,Harper,7.6,7.5,8,,,,5.5,5.5,7.75
1001773,Benjamin,8.4,6.25,5.8,7,8.75,4.25,,,
1001774,Henry,3.2,6.5,3,,,,5.75,5.25,7.25
1001775,Charlotte,7.8,7.25,7.2,6.5,5.25,2.75,,,
1001776,Isabella,6.8,8,4.6,,,,9,8.75,8.25
1001777,Emma,6.8,7.5,6,,,,4.5,4.75,6
1001778,Oliver,5.8,8,8.6,,,,8.25,7.25,7.75
1001779,Emily,8.4,5.75,7.6,8.25,3.5,5.5,,,
1001780,Harper,8.8,4.5,8.8,9.25,8,7.5,,,
1001781,Jackson,7,5.75,6.4,,,,6.5,6,8
1001782,Ava,7,8,7.2,,,,7.75,7.75,9.25
1001783,Sophia,6.6,6.75,8.4,,,,5,5,6.5
1001784,William,7.4,7,6.4,,,,6.25,7,8.25
1001785,Evelyn,8.8,6.75,8,9,4,5,,,
1001786,Emily,8.4,6.75,9.2,7.75,5,4.25,,,
1001787,Harper,7.6,6.5,7.2,5.5,4.5,4.75,,,
1001788,Grace,7.4,7,6.6,6.75,4,3.25,,,
1001789,Abigail,8,7.5,6.8,,,,7.5,8.25,8.5
1001790,Lucas,8.4,6.25,7.4,4.75,4,4.25,,,
1001791,Sofia,5.4,7.25,9.2,,,,6.75,7.5,8
1001792,Amelia,7.8,8,6.6,,,,7.25,6.5,7.25
1001793,Elijah,8.4,6,8.8,9,4.25,4.75,,,
1001794,Isabella,9.4,6.5,8.2,8.75,7.5,6,,,
1001795,Benjamin,8,7.5,9.2,,,,8,7.25,8.5
1001796,Harper,8.4,6.75,6.4,7,4.5,5.25,,,
1001797,Emily,8.2,6,8,5.5,4.25,4,,,
1001798,Charlotte,9,8,8.2,,,,8,8.5,7.25
1001799,Oliver,8.2,8.75,8.6,,,,7.75,6,7.25
1001800,Liam,4.6,7.75,6.6,,,,7.5,6.5,9.25
1001801,William,8.4,7,5.4,7.5,8.25,2.25,,,
1001802,Liam,8,9,8.6,,,,5.75,6.75,6.5
1001803,Sophia,7.6,8.75,9.4,,,,8.75,8.75,8.5
1001804,Samuel,7.6,7.25,6.6,6.25,4.5,3.25,,,
1001805,Ava,5.4,7,5.6,,,,7.75,5.5,7.5
1001806,Charlotte,8.8,7.5,8,9.25,4.5,4.25,,,
1001807,Amelia,8.4,9.25,9.4,,,,7,7,8.25
1001808,Oliver,6,8,7.6,,,,7.25,7,8
1001809,James,7.2,8.25,7.8,,,,7.5,6.5,8.5
1001810,Amelia,8.6,9.25,9.8,,,,7,8.75,7.75
1001811,Charlotte,7,5.75,8.4,5.25,4,4,,,
1001812,Aiden,8.8,9,8.6,,,,8,8,9
1001813,Chloe,7.8,8.5,9.2,,,,8.25,7.75,8.75
1001814,Lucas,8.8,7,8.6,8.5,5.25,4.75,,,
1001815,Mia,6.8,8.25,7.6,,,,10,9.25,9.25
1001816,Elijah,6,8,6.6,,,,7.25,5.5,8.75
1001817,Grace,8.4,6,4.4,8.5,7,3.25,,,
1001818,Evelyn,7.2,7.5,9.6,,,,6.75,7.5,7.25
1001819,Isabella,7.4,7,9,,,,6.75,6.75,8
1001820,Ethan,4.6,5,4.4,,,,4.25,6,7.75
1001821,Evelyn,7.8,5.75,8.6,6,4.75,4.75,,,
1001822,Amelia,6.8,7,8.4,,,,6.5,5.25,7.25
1001823,Grace,8.4,5.5,8.2,,,,6.25,6.75,7.5
1001824,Sophia,4,5.75,3,,,,5.75,6,7.75
1001825,Emily,7,5.5,5.8,,,,8.75,7.25,8.25
1001826,Ethan,5.6,5.75,9,5.5,3,4.25,,,
1001827,Oliver,8.8,7.5,9.8,8.25,8.5,7,,,
1001828,Samuel,8.4,7.75,8.4,,,,7,7.25,8.75
1001829,Samuel,7.6,8.75,8.8,,,,8.5,7.5,8
1001830,Lucas,7.6,7,9,,,,7.75,8.75,7.5
1001831,Oliver,9,6,5.8,7.25,6.25,4.75,,,
1001832,James,8,5.5,8,7,4.5,4,,,
1001833,Aiden,7.4,7.75,8.4,4.5,7.5,5.25,,,
1001834,Scarlett,5.4,8.75,4.2,,,,9.75,8.75,8
1001835,William,8.4,5.5,6.4,4.5,8.75,4.75,,,
1001836,Scarlett,8.8,7.25,7.6,9.25,8.5,6,,,
1001837,Charlotte,9,6,6.8,7.25,3.75,4.5,,,
